0.839844,0.832031
0.84375,0.839844
0.851563,0.847656
0.859375,0.851563
0.859375,0.859375
0.875,0.863281
0.875,0.875
0.886719,0.875
0.890625,0.886719
0.875,0.890625
0.878906,0.875
0.882813,0.878906
0.886719,0.882813
0.910156,0.902344
0.902344,0.910156
0.871094,0.898438
0.824219,0.863281
0.8125,0.8125
0.808594,0.8125
0.785156,0.808594
0.773438,0.78125
0.800781,0.78125
0.800781,0.800781
0.773438,0.800781
0.75,0.773438
0.757813,0.757813
0.75,0.757813
0.75,0.75
0.738281,0.75
0.71875,0.738281
0.726563,0.71875
0.726563,0.726563
0.722656,0.726563
0.722656,0.722656
0.726563,0.722656
0.726563,0.726563
0.75,0.734375
0.769531,0.761719
0.777344,0.769531
0.769531,0.777344
0.769531,0.769531
0.769531,0.769531
0.75,0.769531
0.75,0.75
0.75,0.75
0.75,0.75
0.738281,0.75
0.738281,0.738281
0.71875,0.738281
0.671875,0.703125
0.691406,0.671875
0.6875,0.691406
0.6875,0.6875
0.679688,0.6875
0.675781,0.679688
0.671875,0.675781
0.683594,0.671875
0.675781,0.683594
0.699219,0.683594
0.707031,0.699219
0.6875,0.699219
0.667969,0.679688
0.664063,0.667969
0.675781,0.664063
0.671875,0.675781
0.679688,0.671875
0.664063,0.679688
0.65625,0.660156
0.65625,0.65625
0.65625,0.65625
0.660156,0.65625
0.664063,0.660156
0.671875,0.664063
0.6875,0.671875
0.6875,0.6875
0.714844,0.695313
0.695313,0.703125
0.707031,0.695313
0.707031,0.707031
0.703125,0.707031
0.707031,0.703125
0.703125,0.707031
0.707031,0.703125
0.710938,0.707031
0.71875,0.710938
0.695313,0.71875
0.691406,0.695313
0.695313,0.691406
0.738281,0.695313
0.75,0.742188
0.769531,0.75
0.777344,0.773438
0.78125,0.777344
0.78125,0.78125
0.777344,0.78125
0.785156,0.777344
0.785156,0.785156
0.78125,0.78125
0.792969,0.78125
0.78125,0.789063
0.753906,0.78125
0.714844,0.753906
0.726563,0.714844
0.746094,0.726563
0.734375,0.742188
0.71875,0.730469
0.703125,0.71875
0.71875,0.703125
0.722656,0.71875
0.726563,0.722656
0.730469,0.726563
0.742188,0.730469
0.742188,0.742188
0.789063,0.75
0.765625,0.78125
0.78125,0.769531
0.78125,0.78125
0.765625,0.78125
0.765625,0.765625
0.769531,0.765625
0.78125,0.769531
0.769531,0.78125
0.765625,0.765625
0.765625,0.765625
0.789063,0.765625
0.792969,0.789063
0.808594,0.792969
0.800781,0.808594
0.820313,0.800781
0.816406,0.820313
0.828125,0.816406
0.832031,0.832031
0.8125,0.824219
0.839844,0.8125
0.835938,0.839844
0.828125,0.835938
0.832031,0.828125
0.820313,0.828125
0.808594,0.820313
0.796875,0.800781
0.777344,0.789063
0.777344,0.777344
0.785156,0.777344
0.792969,0.785156
0.796875,0.792969
0.804688,0.796875
0.867188,0.8125
0.851563,0.867188
0.890625,0.851563
0.890625,0.890625
0.882813,0.890625
0.890625,0.882813
0.90625,0.890625
0.917969,0.90625
0.917969,0.917969
0.933594,0.917969
0.9375,0.933594
1,0.964844
1.019531,1
1.046875,1.019531
1.066406,1.046875
1.078125,1.066406
1.113281,1.085938
1.117188,1.113281
1.097656,1.117188
1.078125,1.097656
1.101563,1.082031
1.089844,1.101563
1.09375,1.089844
1.09375,1.09375
1.128906,1.101563
1.171875,1.128906
1.210938,1.183594
1.234375,1.210938
1.242188,1.234375
1.265625,1.242188
1.265625,1.265625
1.277344,1.265625
1.238281,1.277344
1.199219,1.234375
1.171875,1.195313
1.191406,1.171875
1.210938,1.203125
1.203125,1.210938
1.179688,1.203125
1.183594,1.179688
1.203125,1.183594
1.214844,1.21875
1.171875,1.203125
1.21875,1.171875
1.179688,1.21875
1.132813,1.175781
1.132813,1.132813
1.199219,1.132813
1.207031,1.234375
1.21875,1.210938
1.210938,1.21875
1.207031,1.210938
1.214844,1.207031
1.214844,1.214844
1.21875,1.214844
1.257813,1.21875
1.253906,1.253906
1.238281,1.253906
1.234375,1.238281
1.234375,1.234375
1.242188,1.238281
1.246094,1.242188
1.226563,1.246094
1.207031,1.226563
1.136719,1.203125
1.140625,1.136719
1.148438,1.140625
1.171875,1.148438
1.171875,1.171875
1.183594,1.171875
1.191406,1.183594
1.207031,1.195313
1.203125,1.207031
1.210938,1.203125
1.191406,1.210938
1.160156,1.1875
1.160156,1.160156
1.21875,1.160156
1.242188,1.21875
1.277344,1.25
1.273438,1.277344
1.242188,1.265625
1.261719,1.242188
1.238281,1.257813
1.277344,1.242188
1.257813,1.273438
1.214844,1.253906
